F Weight Lower,F Weight Upper,F Wing Lower,F Wing Upper,M Weight Lower,M Weight Upper,M Wing Lower,M Wing Upper,Species Code
0,0,64,73,0,0,67,77,LAZB
0,0,0,0,0,0,0,0,LBBG
0,0,262,304,0,0,251,293,LBCU
0,0,137,152,0,0,133,147,LBDO
0,0,0,0,0,0,0,0,LBHE
0,0,0,0,0,0,0,0,LBMU
0,0,62,69,0,0,66,74,LBSP
0,0,92,102,0,0,95,105,LBTH
0,0,51,58,0,0,52,59,LBVI
0,0,95,106,0,0,96,110,LBWO
0,0,0,0,0,0,0,0,LCGO
10,16,48,54,10,16,50,56,LCSP
0,0,91,101,0,0,93,103,LCTH
0,0,0,0,0,0,0,0,LEAU
0,0,0,0,0,0,0,0,LEBI
7,15,55,63,8,16,60,67,LEFL
0,0,0,0,0,0,0,0,LEFR
8,11,57,65,8,11,61,69,LEGO
0,0,0,0,0,0,0,0,LEGP
0,0,0,0,0,0,0,0,LEGR
41,64,168,185,41,64,173,196,LENI
226,368,272,308,226,368,265,302,LEOW
0,0,165,181,0,0,173,188,LEPA
19,31,84,94,15,42,81,90,LESA
0,0,0,0,0,0,0,0,LESB
0,0,0,0,0,0,0,0,LESC
0,0,0,0,0,0,0,0,LESF
0,0,0,0,0,0,0,0,LESH
0,0,0,0,0,0,0,0,LETE
0,0,153,175,0,0,159,180,LEWO
47,108,148,167,47,108,145,163,LEYE
0,0,134,169,0,0,131,166,LHSP
11,14,0,0,11,14,0,0,LIBU
0,0,0,0,0,0,0,0,LIGU
0,0,298,320,0,0,311,337,LIMP
0,0,0,0,0,0,0,0,LISH
12,21,54,65,12,21,56,69,LISP
0,0,0,0,0,0,0,0,LITE
0,0,0,0,0,0,0,0,LMSA
0,0,85,103,0,0,92,105,LOKI
43,60,85,103,43,60,92,105,LOSH
17,24,72,83,18,26,77,87,LOWA
0,0,128,145,0,0,127,144,LRSP
0,0,0,0,0,0,0,0,LSFL
0,0,377,449,0,0,403,461,LSGO
0,0,0,0,0,0,0,0,LTCU
0,0,0,0,0,0,0,0,LTDU
0,0,0,0,0,0,0,0,LTJA
0,0,116,129,0,0,113,126,LTSP
3,4,39,44,3,4,36,41,LUHU
0,0,49,56,0,0,52,60,LUWA
0,0,0,0,0,0,0,0,LWFG
0,0,0,0,0,0,0,0,MAAL
0,0,0,0,0,0,0,0,MABO
0,0,0,0,0,0,0,0,MACP
0,0,128,145,0,0,127,142,MACU
0,0,0,0,0,0,0,0,MADU
0,0,0,0,0,0,0,0,MAFD
0,0,0,0,0,0,0,0,MAFR
0,0,210,245,0,0,201,234,MAGO
0,0,0,0,0,0,0,0,MAGP
0,0,0,0,0,0,0,0,MAGU
0,0,66,72,0,0,37,44,MAHU
0,0,0,0,0,0,0,0,MALL
0,0,0,0,0,0,0,0,MALX
0,0,0,0,0,0,0,0,MAMU
0,0,0,0,0,0,0,0,MAPA
0,0,0,0,0,0,0,0,MARC
0,0,220,238,0,0,219,241,MASH
0,0,0,0,0,0,0,0,MASW
5,11,53,61,6,12,55,64,MAWA
8,14,42,54,8,14,45,57,MAWR
0,0,0,0,0,0,0,0,MBDH
0,0,0,0,0,0,0,0,MBDX
0,0,0,0,0,0,0,0,MCFD
0,0,80,88,0,0,86,94,MCLO
0,0,63,72,0,0,65,74,MECH
0,0,0,0,0,0,0,0,MEDU
0,0,0,0,0,0,0,0,MEGU
105,144,139,169,105,144,140,174,MEJA
165,281,199,227,122,216,178,209,MERL
0,0,52,61,0,0,54,64,MGWA
0,0,0,0,0,0,0,0,MICK
0,0,0,0,0,0,0,0,MIGW
0,0,0,0,0,0,0,0,MIHO
0,0,299,320,0,0,284,305,MIKI
0,0,0,0,0,0,0,0,MILL
0,0,0,0,0,0,0,0,MIME
0,0,0,0,0,0,0,0,MIST
38,62,99,115,38,62,106,122,MKBU
0,0,101,116,0,0,108,121,MOBL
0,0,60,74,0,0,62,75,MOCH
111,155,128,154,105,166,129,159,MODO
0,0,0,0,0,0,0,0,MODU
0,0,0,0,0,0,0,0,MOPA
0,0,245,270,0,0,243,269,MOPE
0,0,139,154,0,0,139,154,MOPL
9,15,54,63,10,18,57,65,MOWA
0,0,0,0,0,0,0,0,MSCR
0,0,0,0,0,0,0,0,MSOW
0,0,0,0,0,0,0,0,MUDU
0,0,267,296,0,0,268,296,MUPE
0,0,495,593,0,0,543,634,MUSW
0,0,69,78,0,0,73,82,MWCS
0,0,0,0,0,0,0,0,MWPW
9,17,62,75,10,19,70,78,MYWA
0,0,0,0,0,0,0,0,NABO
6,11,52,63,6,11,55,66,NAWA
6,9,46,57,6,9,50,59,NBTY
0,0,0,0,0,0,0,0,NECO
0,0,0,0,0,0,0,0,NESH
0,0,52,60,0,0,54,62,NESP
0,0,0,0,0,0,0,0,NGPE
0,0,221,253,0,0,218,251,NHOW
0,0,0,0,0,0,0,0,NIFI
0,0,0,0,0,0,0,0,NIRW
34,52,82,102,34,52,86,105,NOCA
315,421,257,289,389,486,268,302,NOCR
0,0,284,339,0,0,291,348,NOFU
0,0,0,0,0,0,0,0,NOGA
734,1301,336,387,607,1075,302,346,NOGO
303,664,362,400,270,481,322,360,NOHA
0,0,127,140,0,0,111,126,NOJA
0,0,0,0,0,0,0,0,NOLA
39,58,99,118,42,62,103,122,NOMO
6,12,50,59,6,12,53,64,NOPA
0,0,0,0,0,0,0,0,NOPI
0,0,88,105,0,0,82,102,NOPO
14,26,67,78,14,26,71,82,NOWA
0,0,88,108,0,0,92,110,NOWH
0,0,100,112,14,20,105,118,NRWS
0,0,0,0,0,0,0,0,NSHO
47,75,106,117,47,75,110,121,NSHR
0,0,0,0,0,0,0,0,NSOW
65,162,129,147,54,101,125,142,NSWO
0,0,0,0,0,0,0,0,NUFL
0,0,0,0,0,0,0,0,NUKU
0,0,0,0,0,0,0,0,NUMA
0,0,96,107,0,0,97,108,NUWO
0,0,63,71,0,0,67,75,NWCS
0,0,0,0,0,0,0,0,OAAL
0,0,0,0,0,0,0,0,OAAM
0,0,0,0,0,0,0,0,OAEL
0,0,64,75,0,0,67,75,OATI
0,0,0,0,0,0,0,0,OBNT
7,12,51,64,7,11,55,66,OCWA
0,0,0,0,0,0,0,0,OFPA
0,0,0,0,0,0,0,0,OHDU
0,0,0,0,0,0,0,0,OHGO
0,0,0,0,0,0,0,0,OLIW
0,0,0,0,0,0,0,0,OLOM
0,0,58,65,0,0,62,68,OLSP
0,0,0,0,0,0,0,0,OLTP
0,0,67,75,0,0,73,81,OLWA
0,0,0,0,0,0,0,0,OMAO
0,0,0,0,0,0,0,0,ORAN
0,0,0,0,0,0,0,0,ORAW
0,0,0,0,0,0,0,0,ORBI
0,0,0,0,0,0,0,0,ORGR
0,0,65,81,0,0,69,86,ORJU
16,26,69,79,18,26,73,83,OROR
0,0,96,110,0,0,103,117,OSFL
0,0,453,526,0,0,433,492,OSPR
0,0,0,0,0,0,0,0,OU
15,23,65,78,16,28,70,81,OVEN
0,0,0,0,0,0,0,0,OWPA
0,0,0,0,0,0,0,0,PAAU
0,0,61,73,0,0,63,78,PABU
0,0,154,170,0,0,155,171,PAGP
0,0,0,0,0,0,0,0,PAJA
0,0,0,0,11,14,0,0,PALB
0,0,0,0,0,0,0,0,PALI
0,0,0,0,0,0,0,0,PALO
0,0,0,0,0,0,0,0,PAPI
0,0,66,71,0,0,68,75,PARE
0,0,0,0,0,0,0,0,PAWR
0,0,0,0,0,0,0,0,PBGR
0,0,0,0,0,0,0,0,PBWH
0,0,0,0,0,0,0,0,PCFD
6,9,0,0,6,9,0,0,PCST
0,0,0,0,0,0,0,0,PECO
590,1063,331,376,423,788,291,330,PEFA
0,0,0,0,0,0,0,0,PEPI
0,0,123,131,0,0,135,146,PESA
0,0,0,0,0,0,0,0,PETH
0,0,0,0,0,0,0,0,PFGO
0,0,319,343,0,0,321,345,PFSH
0,0,86,100,0,0,88,105,PHAI
0,0,0,0,0,0,0,0,PHPE
0,0,0,0,0,0,0,0,PHTD
8,18,61,68,8,18,63,70,PHVI
49,63,101,120,49,63,104,125,PIGR
0,0,0,0,0,0,0,0,PIGU
0,0,136,154,0,0,142,161,PIJA
41,59,110,119,41,59,115,126,PIPL
11,17,66,75,12,18,69,77,PISI
9,14,64,74,10,14,68,78,PIWA
0,0,210,243,0,0,220,255,PIWO
0,0,0,0,0,0,0,0,PLPI
0,0,0,0,0,0,0,0,PLTI
0,0,77,84,0,0,78,85,PLVI
0,0,0,0,0,0,0,0,POJA
0,0,0,0,0,0,0,0,POST
0,0,0,0,0,0,0,0,POUL
6,10,49,57,6,11,52,61,PRAW
0,0,0,0,0,0,0,0,PREM
0,0,329,360,0,0,291,320,PRFA
0,0,0,0,0,0,0,0,PRFL
0,0,0,0,0,0,0,0,PRLC
0,0,0,0,0,0,0,0,PRNI
12,17,63,72,13,17,66,76,PROW
0,0,0,0,0,0,0,0,PRPA
0,0,0,0,0,0,0,0,PRSO
0,0,0,0,0,0,0,0,PRTA
0,0,0,0,0,0,0,0,PRTO
0,0,0,0,0,0,0,0,PRVI
0,0,0,0,0,0,0,0,PRWO
0,0,59,68,0,0,61,70,PSFL
0,0,0,0,0,0,0,0,PSSH
0,0,64,72,0,0,67,75,PSWS
0,0,0,0,0,0,0,0,PTWH
0,0,0,0,0,0,0,0,PUAI
0,0,0,0,0,0,0,0,PUEB
18,31,71,83,20,33,74,87,PUFI
0,0,160,181,0,0,163,185,PUGA
47,62,131,154,42,62,133,156,PUMA
0,0,121,137,0,0,117,133,PUSA
0,0,58,70,0,0,60,71,PYNU
0,0,86,96,0,0,89,101,PYRR
0,0,0,0,0,0,0,0,RAZO
34,64,90,104,37,65,94,110,RBGR
381,496,330,369,381,496,346,392,RBGU
0,0,0,0,0,0,0,0,RBLE
0,0,0,0,0,0,0,0,RBME
8,13,60,70,6,15,64,73,RBNU
0,0,180,199,0,0,185,207,RBPI
0,0,0,0,0,0,0,0,RBRO
0,0,114,133,0,0,114,134,RBSA
0,0,0,0,0,0,0,0,RBTR
0,0,0,0,0,0,0,0,RBWE
61,83,118,133,65,86,122,139,RBWO
0,0,0,0,0,0,0,0,RCCA
0,0,0,0,0,0,0,0,RCCO
5,9,50,58,5,9,53,63,RCKI
0,0,0,0,0,0,0,0,RCPA
0,0,54,68,0,0,55,74,RCSP
0,0,0,0,0,0,0,0,RCWA
0,0,111,123,0,0,110,124,RCWO
0,0,0,0,0,0,0,0,REAV
15,22,0,0,15,22,0,0,REBU
34,48,82,101,34,48,85,105,RECR
0,0,0,0,0,0,0,0,REDH
0,0,0,0,0,0,0,0,REDW
0,0,0,0,0,0,0,0,REEG
0,0,0,0,0,0,0,0,REHE
0,0,152,175,0,0,148,170,REKN
0,0,128,139,0,0,119,131,REPH
0,0,0,0,0,0,0,0,RESI
13,25,70,82,14,28,75,85,REVI
0,0,0,0,0,0,0,0,RFBL
0,0,0,0,0,0,0,0,RFBO
0,0,0,0,0,0,0,0,RFCO
0,0,62,69,0,0,65,72,RFWA
0,0,0,0,0,0,0,0,RHAU
54,89,125,148,54,89,125,150,RHWO
0,0,185,210,0,0,183,211,RIKI
0,0,420,448,0,0,378,425,RLHA
0,0,0,0,0,0,0,0,RLKI
0,0,0,0,0,0,0,0,RLTH
0,0,0,0,0,0,0,0,RNDU
0,0,0,0,0,0,0,0,RNGR
0,0,105,117,0,0,101,112,RNPH
0,0,117,131,0,0,118,132,RNSA
0,0,97,105,0,0,93,102,RNST
0,0,0,0,0,0,0,0,ROAL
0,0,0,0,0,0,0,0,ROCP
0,0,330,380,0,0,346,396,ROGO
0,0,0,0,0,0,0,0,ROGU
0,0,0,0,0,0,0,0,ROHA
0,0,113,140,0,0,111,135,ROSA
0,0,0,0,0,0,0,0,ROSP
0,0,0,0,0,0,0,0,ROST
0,0,66,73,0,0,68,77,ROWR
0,0,0,0,0,0,0,0,ROYP
0,0,0,0,0,0,0,0,ROYT
0,0,150,174,0,0,150,174,RSFL
439,895,287,360,439,895,272,341,RSHA
0,0,86,98,0,0,87,99,RTBE
641,1726,339,455,641,1726,321,430,RTHA
3,5,43,47,2,4,38,44,RTHU
0,0,0,0,0,0,0,0,RTLO
0,0,79,86,0,0,83,90,RTPI
0,0,0,0,0,0,0,0,RTSO
0,0,0,0,0,0,0,0,RTTR
46,77,101,112,45,80,112,123,RUBL
19,27,0,0,19,27,0,0,RUBU
0,0,0,0,0,0,0,0,RUDU
0,0,0,0,0,0,0,0,RUFA
0,0,143,161,0,0,171,192,RUFF
0,0,0,0,0,0,0,0,RUFH
0,0,0,0,0,0,0,0,RUFS
0,0,80,92,0,0,83,94,RUGD
3,4,43,47,3,4,38,42,RUHU
0,0,0,0,0,0,0,0,RUQD
0,0,140,158,77,147,138,156,RUTU
0,0,0,0,0,0,0,0,RVBU
29,55,88,100,42,87,108,135,RWBL
0,0,0,0,0,0,0,0,RWBU
0,0,55,62,0,0,58,67,RWSP
0,0,421,554,0,0,443,573,SACR
0,0,0,0,0,0,0,0,SAFI
0,0,0,0,0,0,0,0,SAFL
0,0,58,79,0,0,61,82,SAGS
0,0,0,0,0,0,0,0,SAGU
0,0,52,60,0,0,54,62,SALS
39,87,117,129,39,87,113,125,SAND
0,0,92,105,0,0,98,109,SAPH
0,0,0,0,0,0,0,0,SAST
0,0,0,0,0,0,0,0,SATE
0,0,93,110,0,0,96,103,SATH
15,19,50,77,17,21,62,81,SAVS
0,0,141,156,0,0,142,161,SBAN
0,0,0,0,0,0,0,0,SBBG
60,140,134,156,60,140,132,153,SBDO
0,0,107,116,0,0,111,120,SBFL
0,0,0,0,0,0,0,0,SBGI
0,0,0,0,0,0,0,0,SBGU
0,0,300,357,0,0,293,340,SBOH
0,0,357,429,0,0,370,436,SCGO
0,0,0,0,0,0,0,0,SCIB
14,25,66,80,14,30,73,84,SCJU
32,41,92,102,32,41,95,107,SCOR
22,36,86,96,23,38,90,101,SCTA
0,0,305,331,0,0,298,326,SEOW
27,64,111,131,27,64,110,130,SEPL
17,39,92,102,17,39,89,99,SESA
19,24,53,62,21,27,55,66,SESP
8,10,40,46,8,10,42,48,SEWR
0,0,0,0,0,0,0,0,SGPE
0,0,0,0,0,0,0,0,SHAL
0,0,119,132,0,0,128,140,SHAS
0,0,82,90,0,0,92,101,SHCO
0,0,0,0,0,0,0,0,SHGD
0,0,261,284,0,0,262,286,SHOS
0,0,0,0,0,0,0,0,SHWR
0,0,0,0,0,0,0,0,SIAC
0,0,0,0,0,0,0,0,SIRU
29,47,0,0,32,51,0,0,SKLA
0,0,0,0,0,0,0,0,SLAR
0,0,0,0,0,0,0,0,SLSH
22,26,84,92,25,31,89,97,SMLO
27,40,95,107,29,45,103,116,SNBU
0,0,0,0,0,0,0,0,SNEG
0,0,329,377,0,0,324,370,SNKI
0,0,406,457,0,0,351,420,SNOW
0,0,0,0,0,0,0,0,SNPE
0,0,0,0,0,0,0,0,SNPI
0,0,98,110,0,0,99,111,SNPL
0,0,0,0,0,0,0,0,SNSH
0,0,0,0,0,0,0,0,SOAL
0,0,0,0,0,0,0,0,SOFU
53,84,96,109,53,84,101,115,SORA
40,61,126,147,40,61,121,140,SOSA
0,0,281,315,0,0,287,319,SOSH
15,25,53,85,17,26,56,89,SOSP
0,0,0,0,0,0,0,0,SOTE
12,20,67,76,12,20,69,83,SOVI
0,0,0,0,0,0,0,0,SPDO
0,0,0,0,0,0,0,0,SPEI
0,0,0,0,42,46,0,0,SPOO
0,0,0,0,0,0,0,0,SPOS
0,0,300,349,0,0,293,339,SPOW
0,0,75,84,0,0,78,88,SPPI
34,61,99,110,31,58,95,105,SPSA
0,0,0,0,0,0,0,0,SPSK
0,0,73,88,0,0,77,93,SPTO
0,0,0,0,0,0,0,0,SRGH
128,232,188,210,75,140,160,180,SSHA
0,0,0,0,0,0,0,0,SSSP
0,0,0,0,0,0,0,0,STAL
0,0,0,0,0,0,0,0,STEI
0,0,105,120,0,0,110,129,STFL
0,0,287,342,0,0,267,318,STHA
111,142,130,162,111,142,140,165,STJA
0,0,432,449,0,0,423,439,STKI
0,0,0,0,0,0,0,0,STOF
0,0,0,0,0,0,0,0,STPE
32,41,87,97,32,41,94,106,STRO
0,0,0,0,0,0,0,0,STRS
0,0,125,139,0,0,122,135,STSA
15,19,52,60,18,23,54,62,STSP
15,22,0,0,15,22,0,0,STSW
0,0,0,0,0,0,0,0,STTL
0,0,107,116,0,0,111,119,STWO
0,0,162,178,0,0,167,183,SURF
0,0,0,0,0,0,0,0,SUSC
25,35,86,102,25,35,91,107,SUTA
0,0,0,0,0,0,0,0,SUWA
0,0,61,69,0,0,64,72,SWFL
0,0,382,432,0,0,360,408,SWHA
13,19,52,63,15,20,55,65,SWSP
22,44,87,100,24,46,91,104,SWTH
0,0,64,73,0,0,66,76,SWWA
0,0,0,0,0,0,0,0,TABG
0,0,0,0,0,0,0,0,TACR
0,0,0,0,0,0,0,0,TAFL
0,0,118,129,0,0,124,135,TBKI
0,0,0,0,0,0,0,0,TBMU
0,0,0,0,0,0,0,0,TBPA
0,0,0,0,0,0,0,0,TBPR
0,0,0,0,0,0,0,0,TBVI
7,13,58,64,8,15,62,68,TEWA
0,0,0,0,0,0,0,0,THGU
0,0,59,68,0,0,62,71,THWH
0,0,0,0,0,0,0,0,TIMO
0,0,0,0,0,0,0,0,TOSH
0,0,107,117,0,0,109,123,TOSO
0,0,59,68,0,0,62,70,TOWA
46,54,101,110,60,79,115,127,TRBL
17,25,106,122,17,25,110,125,TRES
10,17,63,74,10,17,68,77,TRFL
0,0,0,0,0,0,0,0,TRHE
0,0,108,118,0,0,111,122,TRKI
0,0,0,0,0,0,0,0,TRMO
0,0,0,0,0,0,0,0,TRMU
0,0,42,52,0,0,49,58,TRPA
0,0,0,0,0,0,0,0,TRSP
0,0,534,649,0,0,574,690,TRUS
0,0,0,0,0,0,0,0,TSBL
0,0,0,0,0,0,0,0,TUDU
0,0,0,0,0,0,0,0,TUPU
18,25,72,84,21,25,76,86,TUTI
0,0,464,553,0,0,461,544,TUVU
0,0,400,441,0,0,426,468,TWFG
14,25,56,88,14,30,59,92,UDEJ
0,0,0,0,0,0,0,0,UNGU
0,0,0,0,0,0,0,0,UNHU
0,0,63,82,0,0,68,90,UNRE
0,0,0,0,0,0,0,0,UNTE
0,0,159,178,0,0,153,170,UPSA
0,0,72,88,0,0,77,94,URST
0,0,62,78,0,0,70,83,UYRW
0,0,58,66,0,0,63,72,VABU
15,20,106,118,15,20,107,116,VASW
0,0,118,133,0,0,121,136,VATH
0,0,0,0,0,0,0,0,VATI
0,0,48,55,0,0,49,56,VCHU
26,44,87,103,26,46,91,106,VEER
12,16,73,84,12,16,76,87,VEFL
0,0,48,54,0,0,50,57,VERD
20,31,72,84,20,31,74,87,VESP
0,0,0,0,0,0,0,0,VETR
0,0,105,116,0,0,112,125,VGSW
0,0,0,0,0,0,0,0,VIPE
68,114,93,107,68,114,99,113,VIRA
0,0,54,63,0,0,57,66,VIWA
0,0,0,0,0,0,0,0,WAAL
0,0,0,0,0,0,0,0,WAHO
0,0,167,183,0,0,161,177,WATA
0,0,0,0,0,0,0,0,WAVA
11,18,62,73,11,18,64,75,WAVI
16,30,80,94,17,30,82,96,WBNU
0,0,0,0,0,0,0,0,WCGR
0,0,0,0,0,0,0,0,WCPE
0,0,171,195,0,0,181,204,WCPI
0,0,45,52,0,0,48,56,WCSE
22,34,63,80,20,38,67,85,WCSP
0,0,0,0,0,0,0,0,WCTH
0,0,98,110,0,0,100,107,WEBL
0,0,59,68,0,0,61,70,WEFL
0,0,0,0,0,0,0,0,WEGR
0,0,0,0,0,0,0,0,WEGU
0,0,51,55,0,0,52,58,WEHU
0,0,112,128,0,0,120,135,WEKI
0,0,105,117,0,0,117,132,WEME
0,0,93,102,0,0,90,99,WESA
0,0,109,130,0,0,115,136,WESJ
0,0,148,191,0,0,144,189,WESO
0,0,0,0,0,0,0,0,WESP
0,0,85,97,0,0,88,101,WETA
0,0,0,0,0,0,0,0,WETH
10,16,54,63,10,16,55,65,WEVI
11,20,62,72,11,20,66,75,WEWA
0,0,77,88,0,0,82,92,WEWP
0,0,0,0,0,0,0,0,WFIB
0,0,0,0,0,0,0,0,WFSP
0,0,0,0,0,0,0,0,WHAU
0,0,540,630,0,0,555,645,WHCR
0,0,0,0,0,0,0,0,WHIB
0,0,229,269,0,0,219,260,WHIM
0,0,0,0,0,0,0,0,WHIP
0,0,0,0,0,0,0,0,WHOS
0,0,141,151,0,0,140,152,WHSO
0,0,0,0,0,0,0,0,WHSP
0,0,467,556,0,0,493,574,WHSW
0,0,0,0,0,0,0,0,WHTE
0,0,83,96,0,0,87,98,WHWA
0,0,118,130,0,0,120,131,WHWO
0,0,63,71,0,0,67,74,WIFL
0,0,183,225,0,0,174,216,WILL
0,0,126,138,0,0,115,126,WIPH
0,0,111,125,0,0,110,124,WIPL
0,0,129,143,0,0,128,142,WISA
90,126,118,133,90,126,120,135,WISN
0,0,132,162,0,0,135,158,WISP
5,12,46,58,6,11,50,62,WIWA
0,0,0,0,0,0,0,0,WIWD
0,0,0,0,0,0,0,0,WIWO
7,13,41,50,7,13,44,52,WIWR
0,0,0,0,0,0,0,0,WNCR
0,0,0,0,0,0,0,0,WODU
0,0,0,0,0,0,0,0,WOSA
0,0,0,0,0,0,0,0,WOSP
0,0,0,0,0,0,0,0,WOST
40,60,96,112,40,61,100,116,WOTH
0,0,0,0,0,0,0,0,WOWA
8,13,57,64,8,13,60,67,WPWA
0,0,52,61,0,0,54,63,WREN
0,0,117,126,0,0,115,124,WRSA
0,0,0,0,0,0,0,0,WRSH
0,0,0,0,0,0,0,0,WRSP
0,0,0,0,0,0,0,0,WRSW
0,0,133,153,0,0,140,158,WTDO
0,0,0,0,0,0,0,0,WTGD
0,0,413,457,0,0,397,437,WTHA
0,0,298,327,0,0,297,326,WTKI
0,0,0,0,0,0,0,0,WTSH
19,30,64,72,22,36,69,78,WTSP
27,36,129,149,27,36,131,149,WTSW
0,0,0,0,0,0,0,0,WTTR
0,0,0,0,0,0,0,0,WVMY
0,0,80,90,0,0,83,93,WWCR
0,0,144,170,0,0,144,175,WWDO
0,0,78,88,0,0,82,92,WWJU
0,0,0,0,0,0,0,0,WWSC
0,0,0,0,0,0,0,0,WWTE
0,0,0,0,0,0,0,0,XAMU
0,0,0,0,0,0,0,0,YBCA
18,32,66,82,21,32,71,85,YBCH
0,0,0,0,0,0,0,0,YBCR
38,85,135,159,38,85,131,154,YBCU
0,0,0,0,0,0,0,0,YBEL
9,14,60,69,9,14,62,72,YBFL
0,0,0,0,0,0,0,0,YBLO
126,158,173,187,158,189,180,197,YBMA
36,59,110,129,37,60,111,130,YBSA
0,0,0,0,0,0,0,0,YBSE
0,0,0,0,0,0,0,0,YCBI
0,0,0,0,0,0,0,0,YCNH
0,0,0,0,0,0,0,0,YEGR
0,0,72,82,0,0,75,85,YEJU
0,0,78,89,0,0,80,92,YERA
9,13,55,64,9,15,58,68,YEWA
9,13,0,0,9,13,0,0,YFCA
0,0,0,0,0,0,0,0,YFGR
0,0,0,0,0,0,0,0,YFGU
0,0,71,80,0,0,74,83,YGVI
42,56,105,125,72,85,126,150,YHBL
0,0,0,0,0,0,0,0,YNAL
9,13,60,68,9,13,63,71,YPWA
0,0,0,0,0,0,0,0,YSBL
99,157,146,169,104,167,148,171,YSFL
0,0,0,0,0,0,0,0,YSGR
16,21,70,79,16,21,71,81,YTVI
9,13,59,69,9,13,61,72,YTWA
0,0,0,0,0,0,0,0,ZEBD
0,0,0,0,0,0,0,0,ZEND
0,0,0,0,0,0,0,0,ZSHY
0,0,404,436,0,0,374,399,ZTHA